Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Number of Investors,Valuation (Million),Funding (Million),Year Joined,Years to unicorn
Apeel Sciences,$2B,26-05-2020,Other,Goleta,United States,North America,2012,$640M,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",3,2000,640,2020,8
Avant,$2B,17-12-2012,Artificial Intelligence,Chicago,United States,North America,2012,$658M,"RRE Ventures, Tiger Global, August Capital",3,2000,658,2012,0
Cloudinary,$2B,15-02-2022,Internet Software,Santa Clara,United States,North America,2011,$100M,"Blackstone, Bessemer Venture Partners",2,2000,100,2022,11
Druva,$2B,20-06-2019,Data Management & Analytics,Sunnyvale,United States,North America,2007,$475M,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",3,2000,475,2019,12
Everlaw,$2B,10-03-2020,Internet Software,Oakland,United States,North America,2010,$299M,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",3,2000,299,2020,10
Formlabs,$2B,01-08-2018,Hardware,Somerville,United States,North America,2011,$251M,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",3,2000,251,2018,7
Isn,$2B,17-12-2020,"Supply Chain, Logistics,",Dallas,United States,North America,2001,Unknown,Blackstone,1,2000,,2020,19
Kaseya,$2B,27-03-2019,Cybersecurity,Miami,United States,North America,2000,$545M,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",3,2000,545,2019,19
Magic Leap,$2B,21-10-2014,Hardware,Plantation,United States,North America,2010,$3B,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",3,2000,3000,2014,4
Quora,$2B,21-04-2017,Internet Software,Mountain View,United States,North America,2009,$226M,"Y Combinator, Matrix Partners, Benchmark",3,2000,226,2017,8
Redis Labs,$2B,25-08-2020,Data Management & Analytics,Mountain View,United States,North America,2011,$356M,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",3,2000,356,2020,9
Alzheon,$1B,30-09-2020,Health,Framingham,United States,North America,2013,$94M,"ARCH Venture Partners, Ally Bridge Group",2,1000,94,2020,7
Everly Health,$1B,03-12-2020,E-Commerce,Austin,United States,North America,2015,$231M,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",3,1000,231,2020,5
Fair,$1B,20-12-2018,Auto & Transportation,Santa Monica,United States,North America,2016,$2B,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",3,1000,2000,2018,2
Flipboard,$1B,22-07-2015,Internet Software,Palo Alto,United States,North America,2010,$211M,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",3,1000,211,2015,5
Globality,$1B,22-01-2019,Artificial Intelligence,Menlo Park,United States,North America,2015,$310M,SoftBank Group,1,1000,310,2019,4
Modernizing Medicine,$1B,10-05-2017,Health,Boca Raton,United States,North America,2010,$394M,"Warburg Pincus, Summit Partners, Sands Capital",3,1000,394,2017,7
Venafi,$1B,10-12-2020,Cybersecurity,Salt Lake City,United States,North America,2000,$174M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",3,1000,174,2020,20
Fabric,$1B,24-02-2022,E-Commerce,Bellevue,United States,North America,2017,$294M,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",3,1000,294,2022,5
Salt Security,$1B,10-02-2022,Cybersecurity,Palo Alto,United States,North America,2016,$271M,"Y Combinator, S Capital, Tenaya Capital",3,1000,271,2022,6
Sparkcognition,$1B,25-01-2022,Artificial Intelligence,Austin,United States,North America,2013,$286M,"March Capital Partners, Temasek, Doha Venture Capital",3,1000,286,2022,9
Epirus,$1B,14-02-2022,Other,Hawthorne,United States,North America,2018,$287M,"8VC, Bedrock Capital, Broom Ventures",3,1000,287,2022,4
Domestika,$1B,27-01-2022,Internet Software,Berkeley,United States,North America,2012,$130M,"Zeev Ventures, GSV Ventures",2,1000,130,2022,10
Island,$1B,23-03-2022,Internet Software,Dallas,United States,North America,2020,$215M,"Insight Partners, Sequoia Capital, Stripes Group",3,1000,215,2022,2
Itrustcapital,$1B,11-01-2022,Fintech,Long Beach,United States,North America,2018,$128M,"Left Lane Capital, Walden Venture Capital",2,1000,128,2022,4
Route,$1B,21-01-2022,"Supply Chain, Logistics,",Lehi,United States,North America,2018,$482M,"Madrona Venture Group, Banner Ventures, FJ Labs",3,1000,482,2022,4
Bigpanda,$1B,12-01-2022,Artificial Intelligence,Mountain View,United States,North America,2012,$317M,"Advent International, Battery Ventures, Sequoia Capital Israel",3,1000,317,2022,10
Qumulo,$1B,16-07-2020,Data Management & Analytics,Seattle,United States,North America,2012,$347M,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",3,1000,347,2020,8
Seekout,$1B,12-01-2022,Internet Software,Bellevue,United States,North America,2017,$189M,"Mayfield, Madrona Venture Group, Tiger Global Management",3,1000,189,2022,5
Happy Money,$1B,08-02-2022,Fintech,Tustin,United States,North America,2009,$192M,"FirstMark Capital, Anthemis, CMFG Ventures",3,1000,192,2022,13
Ivalua,$1B,21-05-2019,Fintech,Redwood City,United States,North America,2000,$134M,"Ardian, Tiger Global Management, KKR",3,1000,134,2019,19
Pharmapacks,$1B,12-11-2020,E-Commerce,Islandia,United States,North America,2010,$433M,The Carlyle Group,1,1000,433,2020,10
Tangome,$1B,20-03-2014,Mobile & Telecommunications,Mountain View,United States,North America,2009,$361M,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",3,1000,361,2014,5
Rubicon,$1B,25-08-2017,Other,Atlanta,United States,North America,2008,$223M,"Goldman Sachs, Leonardo DiCaprio, Promecap",3,1000,223,2017,9
Aptos,$1B,15-03-2022,Internet Software,Palo Alto,United States,North America,2021,$200M,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",3,1000,200,2022,1
Boom Supersonic,$1B,16-12-2020,Other,Englewood,United States,North America,2014,$241M,"WRVI Capital, Caffeinated Capital, Y Combinator",3,1000,241,2020,6
C2Fo,$1B,07-08-2019,Fintech,Leawood,United States,North America,2008,$538M,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",3,1000,538,2019,11
Commerceiq,$1B,21-03-2022,Artificial Intelligence,Palo Alto,United States,North America,2012,$196M,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",3,1000,196,2022,10
Flash,$1B,16-03-2022,Fintech,Austin,United States,North America,2011,$314M,"L Catterton, Trellis Partners, Vista Equity Partners",3,1000,314,2022,11
Ibotta,$1B,06-08-2019,Fintech,Denver,United States,North America,2011,$93M,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",3,1000,93,2019,8
Kendra Scott,$1B,21-12-2016,Consumer & Retail,Austin,United States,North America,2002,Unknown,"Berkshire Partners, Norwest Venture Partners",2,1000,,2016,14
Minio,$1B,26-01-2022,Data Management & Analytics,Palo Alto,United States,North America,2014,$126M,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",3,1000,126,2022,8
Orca Bio,$1B,17-06-2020,Health,Menlo Park,United States,North America,2016,$192M,"Lightspeed Venture Partners, Data Collective, 8VC",3,1000,192,2020,4
Placer.Ai,$1B,12-01-2022,Artificial Intelligence,Los Altos,United States,North America,2016,$166M,"Fifth Wall Ventures, JBV Capital, Array Ventures",3,1000,166,2022,6
Red Ventures,$1B,07-01-2015,Other,Fort Mill,United States,North America,2000,$250M,"Silver Lake Partners, General Atlantic",2,1000,250,2015,15
Reef Technology,$1B,10-12-2018,"Supply Chain, Logistics,",Miami,United States,North America,2015,$2B,"Target Global, UBS Asset Management, Mubadala Capital",3,1000,2000,2018,3
Sms Assist,$1B,07-06-2016,Internet Software,Chicago,United States,North America,2003,$255M,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",3,1000,255,2016,13
Soundhound,$1B,03-05-2018,Artificial Intelligence,Santa Clara,United States,North America,2005,$215M,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera",3,1000,215,2018,13
Tarana Wireless,$1B,23-03-2022,Mobile & Telecommunications,Milpitas,United States,North America,2009,$376M,"Prime Movers Lab, Khosla Ventures, I Squared Capital",3,1000,376,2022,13
Techstyle Fashion Group,$1B,29-08-2014,E-Commerce,El Segundo,United States,North America,2010,$336M,"Matrix Partners, Passport Capital, Rho Ventures",3,1000,336,2014,4
Tresata,$1B,10-10-2018,Fintech,Charlotte,United States,North America,2011,$51M,GCP Capital Partners,1,1000,51,2018,7
Veev,$1B,24-02-2022,Internet Software,San Mateo,United States,North America,2008,$585M,"Zeev Ventures, Bond, Fifth Wall Ventures",3,1000,585,2022,14
Vox Media,$1B,12-08-2015,Internet Software,Washington,United States,North America,2011,$308M,"Accel Partners, Comcast Ventures, General Atlantic",3,1000,308,2015,4
Zwift,$1B,16-09-2020,E-Commerce,Long Beach,United States,North America,2014,$620M,"Novator Partners, True, Causeway Media Partners",3,1000,620,2020,6
Goodleap,$12B,13-10-2021,Internet Software,Roseville,United States,North America,2003,$800M,"New Enterprise Associates, BDT Capital Partners, Davidson Kempner Capital Management",3,12000,800,2021,18
Lacework,$8B,07-01-2021,Cybersecurity,San Jose,United States,North America,2015,$2B,"Sutter Hill Ventures, Liberty Global Ventures, Coatue Management",3,8000,2000,2021,6
Caris Life Sciences,$8B,12-05-2021,Health,Irving,United States,North America,1996,$1B,"Sixth Street Partners, OrbiMed Advisors, Highland Capital Management",3,8000,1000,2021,25
Black Unicorn Factory,$6B,20-05-2021,Other,Los Angeles,United States,North America,2020,$645M,Barter Ventures,1,6000,645,2021,1
Workato,$6B,12-01-2021,Internet Software,Mountain View,United States,North America,2013,$415M,"Battery Ventures, Storm Ventures, Redpoint Ventures",3,6000,415,2021,8
Color,$5B,04-01-2021,Health,Burlingame,United States,North America,2013,$497M,"General Catalyst, Viking Global Investors, T. Rowe Price",3,5000,497,2021,8
Sambanova Systems,$5B,13-04-2021,Data Management & Analytics,Palo Alto,United States,North America,2017,$1B,"Walden International, Google Ventures, Intel Capital",3,5000,1000,2021,4
Turing,$4B,20-12-2021,Internet Software,Palo Alto,United States,North America,2018,$128M,"Foundation Capital, Frontier Ventures, AltaIR Capital",3,4000,128,2021,3
Moonpay,$4B,22-11-2021,Fintech,Miami,United States,North America,2019,$555M,"New Enterprise Associates, Coatue Management, Tiger Global Management",3,4000,555,2021,2
Celsius Network,$4B,12-10-2021,Fintech,Hoboken,United States,North America,2017,$864M,"WestCap Group, Caisse de depot et placement du Quebec",2,4000,864,2021,4
Chargebee Technologies,$4B,20-04-2021,Fintech,Walnut,United States,North America,2011,$468M,"Insight Partners, Tiger Global Management, Accel",3,4000,468,2021,10
Flock Safety,$4B,13-07-2021,Hardware,Atlanta,United States,North America,2017,$381M,"Matrix Partners, Initialized Capital, Tiger Global Management",3,4000,381,2021,4
Highspot,$4B,22-02-2021,Internet Software,Seattle,United States,North America,2013,$643M,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",3,4000,643,2021,8
Rec Room,$4B,23-03-2021,Internet Software,Seattle,United States,North America,2016,$294M,"First Round Capital, Sequoia Capital, Index Ventures",3,4000,294,2021,5
Relativity,$4B,18-03-2021,Internet Software,Chicago,United States,North America,2001,$125M,"Silver Lake, ICONIQ Capital",2,4000,125,2021,20
Redwood Materials,$4B,28-07-2021,Other,Carson City,United States,North America,2017,$792M,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",3,4000,792,2021,4
Dutchie,$4B,16-03-2021,E-Commerce,Bend,United States,North America,2017,$603M,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",3,4000,603,2021,4
Falconx,$4B,10-08-2021,Fintech,San Mateo,United States,North America,2018,$324M,"Tiger Global Management, American Express Ventures, B Capital Group",3,4000,324,2021,3
Dbt Labs,$4B,30-06-2021,Data Management & Analytics,Philadelphia,United States,North America,2016,$414M,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",3,4000,414,2021,5
Weee!,$4B,16-03-2021,"Supply Chain, Logistics,",Fremont,United States,North America,2015,$864M,"Goodwater Capital, iFly, XVC Venture Capital",3,4000,864,2021,6
Vuori,$4B,13-10-2021,E-Commerce,Carlsbad,United States,North America,2015,$445M,"SoftBank Group, Norwest Venture Partners",2,4000,445,2021,6
Zapier,$4B,14-01-2021,Internet Software,Sunnyvale,United States,North America,2011,$1M,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures",3,4000,1,2021,10
Aura,$3B,09-06-2021,Cybersecurity,Burlington,United States,North America,2019,$500M,"Warburg Pincus, General Catalyst",2,3000,500,2021,2
Fetch Rewards,$3B,31-03-2021,E-Commerce,Madison,United States,North America,2014,$582M,"Greycroft, Loeb.NYC, DST Global",3,3000,582,2021,7
Clari,$3B,03-03-2021,Internet Software,Sunnyvale,United States,North America,2012,$496M,"Sequoia Capital, Bain Capital Ventures, enaya Capital",3,3000,496,2021,9
Plume,$3B,23-02-2021,Internet Software,Palo Alto,United States,North America,2015,$722M,"Insight Partners, Jackson Square Ventures, Liberty Gloval Ventures",3,3000,722,2021,6
Jumpcloud,$3B,13-09-2021,Data Management & Analytics,Louisville,United States,North America,2012,$407M,"Foundry Group, General Atlantic, BlackRock",3,3000,407,2021,9
Project44,$3B,01-06-2021,"Supply Chain, Logistics,",Chicago,United States,North America,2014,$818M,"Emergence Capital Partners, 8VC, Chicago Ventures",3,3000,818,2021,7
Ownbackup,$3B,28-01-2021,Data Management & Analytics,Englewood Cliffs,United States,North America,2015,$507M,"Insight Partners, Salesforce Ventures, Vertex Ventures",3,3000,507,2021,6
Starburst,$3B,06-01-2021,Data Management & Analytics,Boston,United States,North America,1999,$414M,"Index Ventures, Coatue Management, Andreessen Horowitz",3,3000,414,2021,22
Nextiva,$3B,14-09-2021,Internet Software,Scottsdale,United States,North America,2008,$200M,Goldman Sachs Asset Management,1,3000,200,2021,13
Blockdaemon,$3B,21-09-2021,Fintech,Los Angeles,United States,North America,2016,$398M,"BOLDstart Ventures, Lerer Hippeau, Kenetic Capital",3,3000,398,2021,5
Skims,$3B,09-04-2021,E-Commerce,Los Angeles,United States,North America,2019,$399M,"Thrive Capital, Alliance Consumer Growth, Imaginary Ventures",3,3000,399,2021,2
Drivewealth,$3B,20-08-2021,Fintech,Chatham,United States,North America,2012,$551M,"Point72 Ventures, Route 66 Ventures, Accel",3,3000,551,2021,9
Psiquantum,$3B,27-07-2021,Hardware,Palo Alto,United States,North America,2016,$665M,"Playground Global, M12, BlackRock",3,3000,665,2021,5
Activecampaign,$3B,21-04-2021,Internet Software,Chicago,United States,North America,2003,$360M,"Silversmith Capital Partners, Susquehanna Growth Equity, Tiger Global Management",3,3000,360,2021,18
Blockfi,$3B,11-03-2021,Fintech,Jersey City,United States,North America,2017,$1B,"ConsenSys Ventures, Valar Ventures, PUC",3,3000,1000,2021,4
Calendly,$3B,26-01-2021,Internet Software,Atlanta,United States,North America,2013,$351M,"ICONIQ Capital, OpenView Venture Partners",2,3000,351,2021,8
Launchdarkly,$3B,10-08-2021,Internet Software,Oakland,United States,North America,2014,$330M,"Uncork Capital, Threshold Ventures, Bloomberg Beta",3,3000,330,2021,7
Lucid,$3B,29-06-2021,Internet Software,South Jordan,United States,North America,2010,$170M,"Spectrum Equity, ICONIQ Capital, Grayhawk Capital",3,3000,170,2021,11
Tradingview,$3B,14-10-2021,Fintech,Westerville,United States,North America,2011,$339M,"Tiger Global Management, Insight Partners, Jump Capital",3,3000,339,2021,10
1047 Games,$2B,14-09-2021,Internet Software,Zephyr Cove,United States,North America,2017,$127M,"VGames, Lakestar, Galaxy Interactive",3,2000,127,2021,4
Cfgi,$2B,15-09-2021,Fintech,Boston,United States,North America,2000,$19M,"The Carlyle Group, CVC Capital Partners",2,2000,19,2021,21
Built,$2B,30-09-2021,Internet Software,Nashville,United States,North America,2015,$289M,"Nyca Partners, Index Ventures, Technology Crossover Ventures",3,2000,289,2021,6
Devo,$2B,26-10-2021,Data Management & Analytics,Cambridge,United States,North America,2011,$381M,"Insight Partners, Kibo Ventures, Bessemer Venture Partners",3,2000,381,2021,10
Id.Me,$2B,19-03-2021,Cybersecurity,Mclean,United States,North America,2010,$142M,"Moonshots Capital, BoxGroup, Blu Venture Investors",3,2000,142,2021,11
Impact.Com,$2B,13-07-2021,Internet Software,Santa Barbara,United States,North America,2008,$261M,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",3,2000,261,2021,13
Moloco,$2B,29-04-2021,Artificial Intelligence,Redwood City,United States,North America,2013,$192M,"Smilegate Investment, DSC Investments, KTB Ventures",3,2000,192,2021,8
Pacaso,$2B,24-03-2021,Fintech,Cincinnati,United States,North America,2020,$217M,"Global Founders Capital, Shea Ventures, Greycroft",3,2000,217,2021,1
Paradox,$2B,27-12-2021,Internet Software,Scottsdale,United States,North America,2016,$253M,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",3,2000,253,2021,5
Solugen,$2B,10-09-2021,Other,Houston,United States,North America,2016,$435M,"Fifty Years Fund, Refactor Capital, Temasek",3,2000,435,2021,5
Uplight,$2B,03-03-2021,Other,Boulder,United States,North America,2019,Unknown,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",3,2000,,2021,2
Veho,$2B,21-12-2021,"Supply Chain, Logistics,",Boulder,United States,North America,2016,$299M,"General Catalyst, Origin Ventures, Fontinalis Partners",3,2000,299,2021,5
Whatnot,$2B,16-09-2021,E-Commerce,Marina Del Rey,United States,North America,2019,$225M,"Y Combinator, Andreessen Horowitz, Wonder Ventures",3,2000,225,2021,2
Abl Space Systems,$2B,25-03-2021,Other,El Segundo,United States,North America,2017,$419M,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",3,2000,419,2021,4
Bitsight Technologies,$2B,13-09-2021,Cybersecurity,Boston,United States,North America,2013,$401M,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",3,2000,401,2021,8
Exabeam,$2B,01-06-2021,Cybersecurity,Foster City,United States,North America,2013,$390M,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",3,2000,390,2021,8
Truepill,$2B,27-10-2021,Health,Hayward,United States,North America,2016,$255M,"Initialized Capital, Sound Ventures, TI Platform Management",3,2000,255,2021,5
Trader Interactive,$2B,12-05-2021,Other,Norfolk,United States,North America,2017,$624M,Carsales,1,2000,624,2021,4
Dispatchhealth,$2B,03-03-2021,Health,Denver,United States,North America,2013,$403M,"Alta Partners, Questa Capital, Echo Health Venturesl",3,2000,403,2021,8
Dragos,$2B,28-10-2021,Cybersecurity,Hanover,United States,North America,2016,$358M,"DataTribe, Energy Impact Partners, AllegisCyber Capital",3,2000,358,2021,5
H2O.Ai,$2B,07-11-2021,Artificial Intelligence,Mountain View,United States,North America,2011,$251M,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",3,2000,251,2021,10
Reltio,$2B,04-11-2021,Data Management & Analytics,Redwood City,United States,North America,2011,$237M,"Crosslink Capital, .406 Ventures, Sapphire Ventures",3,2000,237,2021,10
Zenbusiness,$2B,09-11-2021,Fintech,Austin,United States,North America,2015,$275M,"Greycroft, Lerer Hippeau, Geekdom Fund",3,2000,275,2021,6
Pattern,$2B,06-10-2021,Internet Software,Lehi,United States,North America,2013,$277M,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",3,2000,277,2021,8
Reify Health,$2B,10-08-2021,Health,Boston,United States,North America,2012,$259M,"Sierra Ventures, Battery Ventures, Asset Management Ventures",3,2000,259,2021,9
Fullstory,$2B,04-08-2021,Internet Software,Atlanta,United States,North America,2014,$172M,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",3,2000,172,2021,7
Addepar,$2B,15-06-2021,Fintech,Mountain View,United States,North America,2009,$676M,"8VC, D1 Capital Partners, Sway Ventures",3,2000,676,2021,12
Aledade,$2B,19-01-2021,Health,Bethesda,United States,North America,2014,$295M,"Venrock, CVF Capital Partners, ARCH Venture Partners",3,2000,295,2021,7
Medable,$2B,26-10-2021,Internet Software,Palo Alto,United States,North America,2013,$507M,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",3,2000,507,2021,8
Moveworks,$2B,30-06-2021,Artificial Intelligence,Mountain View,United States,North America,2016,$305M,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers",3,2000,305,2021,5
Mx Technologies,$2B,13-01-2021,Fintech,Lehi,United States,North America,2010,$450M,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures",3,2000,450,2021,11
Recharge,$2B,06-05-2021,Fintech,Los Angeles,United States,North America,2017,$277M,"ICONIQ Growth, Bain Capital Ventures, Summit Partners",3,2000,277,2021,4
Aviatrix,$2B,08-09-2021,Internet Software,Santa Clara,United States,North America,2014,$341M,"Ignition Partners, Formation 8, CRV",3,2000,341,2021,7
Clickhouse,$2B,28-10-2021,Data Management & Analytics,Portola Valley,United States,North America,2021,$300M,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",3,2000,300,2021,0
Dremio,$2B,06-01-2021,Data Management & Analytics,Santa Clara,United States,North America,2015,$410M,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",3,2000,410,2021,6
Kajabi,$2B,04-05-2021,Internet Software,Irvine,United States,North America,2010,$550M,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",3,2000,550,2021,11
Ltk,$2B,22-11-2021,Internet Software,Dallas,United States,North America,2011,$315M,"SoftBank Group, Maverick Capital",2,2000,315,2021,10
Misfits Market,$2B,21-04-2021,E-Commerce,Pennsauken,United States,North America,2018,$527M,"Accel, D1 Capita Partners, Greenoaks Capital Management",3,2000,527,2021,3
Neo4J,$2B,17-06-2021,Data Management & Analytics,San Mateo,United States,North America,2007,$408M,"Eight Roads Ventures, One Peak Partners, Creandum",3,2000,408,2021,14
Pipe,$2B,19-05-2021,Fintech,Miami,United States,North America,2019,$566M,"next47, MaC Venture Capital, FinVC",3,2000,566,2021,2
Axtria,$1B,13-05-2021,Data Management & Analytics,Berkeley Heights,United States,North America,2009,$206M,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",3,1000,206,2021,12
Eqrx,$1B,11-01-2021,Health,Cambridge,United States,North America,2020,$700M,"Nextech Invest, Casdin Capital, Google Ventures",3,1000,700,2021,1
Phenom People,$1B,07-04-2021,Internet Software,Ambler,United States,North America,2011,$163M,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",3,1000,163,2021,10
Rad Power Bikes,$1B,28-10-2021,Auto & Transportation,Seattle,United States,North America,2007,$329M,"Durable Capital Partners, Cercano Management, T. Rowe Price",3,1000,329,2021,14
Vectra Networks,$1B,29-04-2021,Artificial Intelligence,San Jose,United States,North America,2011,$352M,"IA Ventures, Khosla Ventures, AME Cloud Ventures",3,1000,352,2021,10
Orca Security,$1B,23-03-2021,Cybersecurity,Portland,United States,North America,2019,$632M,"YL Ventures, Redpoint Ventures, GGV Capital",3,1000,632,2021,2
Taxbit,$1B,04-08-2021,Fintech,Draper,United States,North America,2018,$236M,"Insight Partners, Coinbase Ventures, PayPal Ventures",3,1000,236,2021,3
M1 Finance,$1B,14-07-2021,Fintech,Chicago,United States,North America,2015,$323M,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",3,1000,323,2021,6
Sondermind,$1B,28-07-2021,Health,Denver,United States,North America,2014,$183M,"Kickstart Fund, General Catalyst, Drive Capital",3,1000,183,2021,7
Coda,$1B,08-07-2021,Internet Software,Mountain View,United States,North America,2014,$240M,"Greylock Partners, General Catalyst, Khosla Ventures",3,1000,240,2021,7
Degreed,$1B,13-04-2021,Edtech,Pleasanton,United States,North America,2012,$318M,"Signal Peak Ventures, Owl Ventures, Jump Capital",3,1000,318,2021,9
Papa,$1B,04-11-2021,Health,Miami,United States,North America,2016,$241M,"Initialized Capital, Canaan Partners, Sound Ventures",3,1000,241,2021,5
Videoamp,$1B,21-10-2021,Internet Software,Los Angeles,United States,North America,2014,$382M,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",3,1000,382,2021,7
Signifyd,$1B,15-04-2021,Fintech,San Jose,United States,North America,2011,$390M,"Menlo Ventures, Resolute Ventures, IA Ventures",3,1000,390,2021,10
Cava Group,$1B,27-04-2021,Other,Washington,United States,North America,2010,$738M,"SWaN & Legend Ventures, Revolution Growth, Invus Group",3,1000,738,2021,11
Flock Freight,$1B,20-10-2021,"Supply Chain, Logistics,",Encinitas,United States,North America,2015,$399M,"SignalFire, GLP Capital Partners, Google Ventures",3,1000,399,2021,6
Yugabyte,$1B,28-10-2021,Data Management & Analytics,Sunnyvale,United States,North America,2016,$291M,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",3,1000,291,2021,5
Mythical Games,$1B,04-11-2021,Internet Software,Sherman Oaks,United States,North America,2018,$260M,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",3,1000,260,2021,3
Tackle.Io,$1B,21-12-2021,Internet Software,Boise,United States,North America,2016,$148M,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",3,1000,148,2021,5
Agentsync,$1B,07-12-2021,Fintech,Denver,United States,North America,2018,$111M,"Craft Ventures, Caffeinated Capital, Operator Collective",3,1000,111,2021,3
Alation,$1B,03-06-2021,Internet Software,Redwood City,United States,North America,2012,$192M,"Costanoa Ventures, Data Collective, Salesforce Ventures",3,1000,192,2021,9
Copado,$1B,13-09-2021,Data Management & Analytics,Chicago,United States,North America,2013,$271M,"Insight Partners, Salesforce Ventures, Perpetual Investors",3,1000,271,2021,8
Floqast,$1B,21-07-2021,Fintech,Los Angeles,United States,North America,2013,$230M,"Polaris Partners, Insight Partners, Norwest Venture Partners",3,1000,230,2021,8
Inari,$1B,12-05-2021,Other,Cambridge,United States,North America,2016,$337M,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",3,1000,337,2021,5
Offchain Labs,$1B,31-08-2021,Internet Software,Princeton,United States,North America,2018,$124M,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",3,1000,124,2021,3
Prime Medicine,$1B,13-07-2021,Health,Cambridge,United States,North America,2019,$315M,"Newpath Partners, Google Ventures, F-Prime Capital",3,1000,315,2021,2
Tealium,$1B,03-02-2021,Internet Software,San Diego,United States,North America,2008,$264M,"Georgian Partners, Silver Lake, Presidio Ventures",3,1000,264,2021,13
Cloudbees,$1B,09-12-2021,Data Management & Analytics,San Jose,United States,North America,2010,$236M,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",3,1000,236,2021,11
Guideline,$1B,16-06-2021,Fintech,San Mateo,United States,North America,2015,$339M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",3,1000,339,2021,6
Rebellion Defense,$1B,16-09-2021,Artificial Intelligence,Washington Dc,United States,North America,2019,$150M,"Venrock, Innovation Endeavors, Insights Partners",3,1000,150,2021,2
Stord,$1B,13-09-2021,"Supply Chain, Logistics,",Atlanta,United States,North America,2015,$205M,"Dynamo VC, Susa Ventures, Founders Fund",3,1000,205,2021,6
At-Bay,$1B,27-07-2021,Fintech,Mountain View,United States,North America,2016,$292M,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",3,1000,292,2021,5
Firefly Aerospace,$1B,04-05-2021,Other,Cedar Park,United States,North America,2014,$172M,"XBTO Ventures, Raven One Ventures, SK Ventures",3,1000,172,2021,7
G2,$1B,22-06-2021,Internet Software,Chicago,United States,North America,2012,$258M,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",3,1000,258,2021,9
Karat,$1B,13-10-2021,Internet Software,Seattle,United States,North America,2014,$169M,"8VC, Norwest Venture Partners, Tiger Global Management",3,1000,169,2021,7
Sunbit,$1B,20-05-2021,Fintech,Los Angeles,United States,North America,2016,$210M,"Zeev Ventures, Group11, Chicago Ventures",3,1000,210,2021,5
